_id,userId,preferences[0].temp,preferences[1].temp,preferences[2].temp,preferences[3].temp,preferences[4].temp,preferences[5].temp,preferences[6].temp,preferences[0].time,preferences[1].time,preferences[2].time,preferences[3].time,preferences[4].time,preferences[5].time,preferences[6].time,preferences[0].dishName,preferences[1].dishName,preferences[2].dishName,preferences[3].dishName,preferences[4].dishName,preferences[5].dishName,preferences[6].dishName
655bfd12632ffcb2938037e4,65419863d8fbab761b481eae,5.05,5.05,5.05,5.05,5.05,Cold,Cold,evening,evening,evening,afternoon,afternoon,Afternoon,Afternoon,김치,감자,연근,연근조림,연근조림,떡볶이,떡볶이
